,true,pred,prob
0,0,0.0,[9.86069273e-01 1.39277647e-02 2.96237755e-06]
1,1,1.0,[8.73750863e-03 9.91190116e-01 7.23757438e-05]
2,0,1.0,[1.13670375e-01 8.86318569e-01 1.10559763e-05]
3,1,1.0,[1.15353060e-02 9.88408999e-01 5.56949346e-05]
4,1,1.0,[1.88122626e-02 9.81151140e-01 3.65970725e-05]
5,0,0.0,[6.91429687e-01 3.08554148e-01 1.61652355e-05]
6,0,0.0,[9.94660657e-01 5.33206352e-03 7.27992536e-06]
7,1,1.0,[1.87056379e-02 9.81289458e-01 4.90373772e-06]
8,1,0.0,[9.81071047e-01 1.88963638e-02 3.25891398e-05]
9,0,0.0,[6.03070389e-01 3.96905256e-01 2.43549753e-05]
10,0,0.0,[9.99785095e-01 2.14648773e-04 2.55864126e-07]
11,1,1.0,[4.17105785e-02 9.58286218e-01 3.20306075e-06]
12,0,0.0,[9.99994659e-01 5.02683032e-06 3.14517755e-07]
13,1,1.0,[2.64718134e-04 9.99731288e-01 3.99374913e-06]
14,1,1.0,[7.01013191e-07 9.99999023e-01 2.76036652e-07]
15,1,1.0,[1.49416472e-01 8.50117294e-01 4.66234286e-04]
16,1,1.0,[3.89433353e-01 6.10212504e-01 3.54143048e-04]
17,0,1.0,[1.75263219e-02 9.82469555e-01 4.12339179e-06]
18,0,1.0,[3.32101462e-03 9.96673940e-01 5.04557441e-06]
19,0,0.0,[9.99862847e-01 1.36858108e-04 2.94539503e-07]
20,0,0.0,[9.99679256e-01 3.19384125e-04 1.35991185e-06]
21,1,0.0,[9.67118125e-01 3.26790910e-02 2.02784360e-04]
22,1,1.0,[2.21815402e-01 7.78131741e-01 5.28567492e-05]
23,0,0.0,[9.99999847e-01 1.17262498e-07 3.54713825e-08]
24,0,0.0,[9.96815592e-01 3.16389359e-03 2.05145626e-05]
25,0,0.0,[6.44489170e-01 3.55472425e-01 3.84045901e-05]
26,0,0.0,[9.00667331e-01 9.93260064e-02 6.66225620e-06]
27,1,1.0,[3.18391938e-01 6.81599966e-01 8.09566714e-06]
28,0,0.0,[9.98937341e-01 1.05777526e-03 4.88395414e-06]
29,1,0.0,[9.81065391e-01 1.87008256e-02 2.33783644e-04]
30,1,1.0,[1.58970704e-01 8.40939124e-01 9.01724964e-05]
31,1,1.0,[1.15941458e-03 9.98838861e-01 1.72460174e-06]
32,0,0.0,[9.75739824e-01 2.42150167e-02 4.51596294e-05]
33,1,0.0,[6.62927712e-01 3.37056612e-01 1.56757857e-05]
34,1,1.0,[2.34562234e-03 9.97649451e-01 4.92615964e-06]
35,0,0.0,[6.72238809e-01 3.27735394e-01 2.57973663e-05]
36,0,1.0,[1.20594188e-02 9.87926929e-01 1.36519638e-05]
37,1,1.0,[1.76551914e-02 9.82336551e-01 8.25797927e-06]
38,1,1.0,[1.88474891e-01 8.11359323e-01 1.65785351e-04]
39,0,0.0,[8.75561217e-01 1.24436125e-01 2.65865248e-06]
40,0,0.0,[9.99580147e-01 4.18048317e-04 1.80486484e-06]
41,0,0.0,[9.38448053e-01 6.14457553e-02 1.06191510e-04]
42,0,1.0,[3.02773754e-02 9.69709959e-01 1.26651924e-05]
43,1,0.0,[9.35976402e-01 6.40152587e-02 8.33940106e-06]
44,1,1.0,[1.83088576e-02 9.81687471e-01 3.67160703e-06]
45,0,0.0,[9.91440408e-01 8.55826139e-03 1.33033118e-06]
46,0,0.0,[6.04264640e-01 3.95734316e-01 1.04432087e-06]
47,1,1.0,[3.11643539e-03 9.96851544e-01 3.20207164e-05]
48,1,1.0,[8.54737536e-11 9.99999999e-01 5.59674334e-10]
49,1,1.0,[2.39379032e-03 9.97595850e-01 1.03597300e-05]
50,0,0.0,[9.89104270e-01 1.08892245e-02 6.50518502e-06]
51,1,1.0,[2.49926734e-01 7.50032231e-01 4.10343594e-05]
52,0,0.0,[8.68772570e-01 1.31167634e-01 5.97966038e-05]
53,1,0.0,[5.43345326e-01 4.56629520e-01 2.51543962e-05]
54,0,1.0,[3.03888129e-02 9.69605976e-01 5.21140790e-06]
55,0,0.0,[9.99994297e-01 5.69487707e-06 7.71648664e-09]
56,0,0.0,[9.98659824e-01 1.33403585e-03 6.14046086e-06]
57,0,0.0,[9.72895322e-01 2.70958635e-02 8.81426959e-06]
58,1,1.0,[3.09645203e-01 6.90158676e-01 1.96120701e-04]
59,0,0.0,[9.97157966e-01 2.82082963e-03 2.12046332e-05]
60,1,1.0,[3.02381012e-04 9.99696023e-01 1.59642571e-06]
61,0,0.0,[9.99568992e-01 4.19099014e-04 1.19086708e-05]
62,1,1.0,[8.02149250e-03 9.91976810e-01 1.69761427e-06]
63,1,0.0,[9.35107200e-01 6.48919076e-02 8.91903697e-07]
64,1,1.0,[1.41267557e-03 9.98586878e-01 4.46254033e-07]
65,1,1.0,[1.56898409e-03 9.98384292e-01 4.67240955e-05]
66,1,1.0,[2.08394612e-04 9.99789057e-01 2.54834996e-06]
67,0,0.0,[7.29089409e-01 2.70859968e-01 5.06226838e-05]
68,1,1.0,[8.50893277e-04 9.99139054e-01 1.00528958e-05]
69,0,0.0,[9.73855215e-01 2.61201802e-02 2.46047925e-05]
70,1,1.0,[1.63414187e-04 9.99830633e-01 5.95256844e-06]
71,0,0.0,[9.83996609e-01 1.59921465e-02 1.12442438e-05]
72,1,1.0,[5.01781336e-04 9.99495091e-01 3.12723890e-06]
73,1,1.0,[8.58878886e-02 9.14105881e-01 6.23030949e-06]
74,0,1.0,[3.85591413e-01 6.14388894e-01 1.96930347e-05]
75,0,0.0,[9.67604596e-01 3.23771193e-02 1.82850323e-05]
76,1,1.0,[4.18945657e-06 9.99994708e-01 1.10266199e-06]
77,0,0.0,[9.69674057e-01 3.03228998e-02 3.04286546e-06]
78,1,0.0,[9.39508255e-01 6.04638028e-02 2.79421043e-05]
79,0,0.0,[9.95807634e-01 4.19216515e-03 2.00970060e-07]
80,1,0.0,[9.30940486e-01 6.90580859e-02 1.42845821e-06]
81,1,0.0,[8.67685166e-01 1.32308375e-01 6.45888504e-06]
82,0,0.0,[9.97788725e-01 2.20570401e-03 5.57067756e-06]
83,1,1.0,[1.54831448e-01 8.44910735e-01 2.57816669e-04]
84,1,0.0,[9.98348613e-01 1.65073341e-03 6.53554611e-07]
85,0,0.0,[7.89535884e-01 2.10372632e-01 9.14840379e-05]
86,0,0.0,[9.89976380e-01 1.00208557e-02 2.76466241e-06]
87,0,0.0,[9.97861168e-01 2.13833299e-03 4.98898010e-07]
88,0,1.0,[9.73903279e-02 9.02605096e-01 4.57634656e-06]
89,1,1.0,[1.77412993e-01 8.22566036e-01 2.09712852e-05]
90,0,0.0,[9.63550778e-01 3.64324407e-02 1.67809954e-05]
91,0,0.0,[9.94374217e-01 5.61664529e-03 9.13779638e-06]
92,1,1.0,[3.31555211e-02 9.66801368e-01 4.31112557e-05]
93,0,0.0,[7.28800554e-01 2.71125991e-01 7.34548198e-05]
94,1,1.0,[1.39048969e-01 8.60948600e-01 2.43054642e-06]
95,1,1.0,[2.68774153e-03 9.97305088e-01 7.17058790e-06]
96,1,1.0,[8.01461049e-07 9.99999047e-01 1.51739419e-07]
97,1,0.0,[9.99988046e-01 1.18504986e-05 1.03384016e-07]
98,0,0.0,[9.99259022e-01 7.38894526e-04 2.08331504e-06]
99,0,0.0,[9.73243985e-01 2.67536512e-02 2.36352099e-06]
100,0,0.0,[8.62951896e-01 1.36930342e-01 1.17762026e-04]
101,0,0.0,[9.99792823e-01 2.06213430e-04 9.63212088e-07]
102,1,1.0,[3.90442176e-01 6.09365850e-01 1.91973729e-04]
103,0,0.0,[9.50153272e-01 4.98334175e-02 1.33102731e-05]
104,1,0.0,[9.95196397e-01 4.79392235e-03 9.68107320e-06]
105,1,0.0,[5.29451857e-01 4.70480637e-01 6.75059820e-05]
106,1,0.0,[9.97020761e-01 2.97664427e-03 2.59444273e-06]
107,0,0.0,[9.99983570e-01 1.62709347e-05 1.58784735e-07]
