,true,pred,prob
0,0,0.0,[0.87023528 0.12745457 0.00231015]
1,1,0.0,[0.77912706 0.21802241 0.00285053]
2,1,1.0,[0.53678217 0.46050266 0.00271517]
3,0,0.0,[0.83503038 0.16239811 0.00257151]
4,0,0.0,[0.95243765 0.04486395 0.0026984 ]
5,1,0.0,[0.89488373 0.10235822 0.00275805]
6,0,0.0,[0.97764653 0.02063794 0.00171553]
7,0,0.0,[0.96810982 0.02953667 0.0023535 ]
8,0,0.0,[0.92529024 0.07202281 0.00268694]
9,0,0.0,[0.80033693 0.19678706 0.00287601]
10,0,1.0,[0.33846548 0.65957979 0.00195472]
11,0,0.0,[0.86976828 0.12745059 0.00278113]
12,1,1.0,[0.6981763  0.29918475 0.00263895]
13,0,0.0,[9.98203757e-01 8.62310032e-05 1.71001155e-03]
14,0,0.0,[0.98253123 0.01495963 0.00250914]
15,0,0.0,[0.93480725 0.06231805 0.0028747 ]
16,1,0.0,[0.88761453 0.10968061 0.00270487]
17,1,0.0,[0.91551454 0.08150207 0.0029834 ]
18,0,0.0,[0.85419506 0.14283187 0.00297306]
19,0,0.0,[0.92926748 0.06806615 0.00266637]
20,1,1.0,[0.69973552 0.29776081 0.00250367]
21,0,0.0,[0.96815782 0.02884826 0.00299392]
22,0,0.0,[0.92165214 0.075116   0.00323187]
23,0,0.0,[0.9103703  0.08669409 0.00293561]
24,0,0.0,[0.97341151 0.02374585 0.00284264]
25,0,0.0,[0.87697683 0.12032745 0.00269571]
26,1,1.0,[0.48073664 0.51666233 0.00260103]
27,0,0.0,[0.95317964 0.0438375  0.00298287]
28,0,0.0,[0.82337676 0.17336334 0.0032599 ]
29,0,0.0,[9.98015261e-01 1.64648941e-05 1.96827367e-03]
30,1,0.0,[0.99078425 0.00728703 0.00192871]
31,1,1.0,[0.63587655 0.36118704 0.00293641]
32,1,0.0,[0.95789716 0.03920039 0.00290245]
33,1,1.0,[0.08726382 0.91012411 0.00261207]
34,0,0.0,[0.94726498 0.05012778 0.00260724]
35,0,0.0,[0.93465292 0.06296583 0.00238125]
36,1,1.0,[0.37060087 0.62630083 0.0030983 ]
37,0,0.0,[0.79756174 0.19990734 0.00253092]
38,0,0.0,[0.85293203 0.14416569 0.00290229]
39,1,0.0,[0.88089066 0.1162077  0.00290165]
40,0,0.0,[0.93653954 0.06034573 0.00311473]
41,0,0.0,[0.82258498 0.17428115 0.00313388]
42,1,0.0,[0.9405309  0.05675245 0.00271665]
43,0,0.0,[0.93622675 0.06148537 0.00228788]
44,0,0.0,[0.95759783 0.03956604 0.00283613]
45,0,0.0,[0.94394928 0.05319577 0.00285496]
46,1,1.0,[0.42899814 0.56868626 0.00231559]
47,0,0.0,[0.89092444 0.10668833 0.00238723]
48,1,0.0,[0.9049706  0.09210746 0.00292194]
49,0,0.0,[0.95445528 0.04310352 0.0024412 ]
50,0,0.0,[0.99483195 0.00259781 0.00257025]
51,1,1.0,[0.62415092 0.37358048 0.0022686 ]
52,0,0.0,[0.91323649 0.08370013 0.00306338]
53,0,0.0,[0.87830367 0.11877014 0.00292619]
54,1,1.0,[0.58044812 0.41713506 0.00241682]
55,1,1.0,[0.09613523 0.90077445 0.00309032]
56,0,0.0,[0.94347616 0.05368501 0.00283883]
57,1,0.0,[0.74030534 0.25689403 0.00280063]
58,0,0.0,[0.9121373  0.08501033 0.00285236]
59,0,0.0,[0.93613801 0.06094197 0.00292002]
