,true,pred,prob
0,0,1.0,[0.24460996 0.75003049 0.00535955]
1,0,0.0,[0.65859915 0.33887447 0.00252637]
2,0,1.0,[0.43582228 0.56215306 0.00202466]
3,0,0.0,[0.94123596 0.05561013 0.00315391]
4,0,1.0,[0.51621011 0.48102894 0.00276094]
5,1,1.0,[0.03342999 0.96557528 0.00099473]
6,1,1.0,[0.0580234  0.93899332 0.00298328]
7,1,1.0,[0.04453393 0.95402094 0.00144513]
8,1,1.0,[0.15224518 0.84240152 0.0053533 ]
9,1,1.0,[0.41063916 0.58631187 0.00304897]
10,0,1.0,[0.50234449 0.49454262 0.00311289]
11,0,1.0,[0.48117132 0.51621553 0.00261315]
12,1,1.0,[0.11527556 0.88190046 0.00282398]
13,0,0.0,[0.75301463 0.24362449 0.00336088]
14,0,1.0,[0.13040124 0.86813148 0.00146728]
15,1,1.0,[0.23572898 0.76191234 0.00235868]
16,0,1.0,[0.31522109 0.68133706 0.00344185]
17,0,1.0,[0.18987017 0.8080684  0.00206143]
18,1,1.0,[0.12084825 0.87659649 0.00255526]
19,1,1.0,[0.16356005 0.83480908 0.00163087]
20,0,1.0,[0.58463645 0.41254247 0.00282108]
21,0,0.0,[0.74854415 0.24733222 0.00412363]
22,1,0.0,[0.60024677 0.39716724 0.00258599]
23,1,1.0,[0.47610998 0.52130511 0.00258491]
24,1,1.0,[0.12645357 0.87148684 0.00205959]
25,1,1.0,[0.1884686  0.80856607 0.00296534]
26,1,1.0,[0.36445827 0.63327117 0.00227056]
27,0,1.0,[0.19239113 0.80608356 0.00152531]
28,1,1.0,[0.17386546 0.82521887 0.00091567]
29,1,1.0,[0.26705993 0.73083537 0.0021047 ]
30,0,0.0,[0.80490878 0.19115883 0.00393239]
31,1,0.0,[0.60269193 0.39384958 0.00345849]
32,1,1.0,[0.16280511 0.83498738 0.00220751]
33,1,1.0,[8.60559256e-02 9.13110070e-01 8.34003941e-04]
34,1,1.0,[0.13185757 0.86666891 0.00147353]
35,1,1.0,[0.1182279  0.87960153 0.00217057]
36,0,1.0,[0.41430487 0.58332356 0.00237157]
37,0,1.0,[0.26498417 0.73269073 0.0023251 ]
38,1,1.0,[0.52980565 0.46730483 0.00288952]
39,1,1.0,[0.36771353 0.62902995 0.00325652]
40,0,0.0,[0.85865    0.13848836 0.00286164]
41,0,0.0,[0.69125492 0.30658703 0.00215805]
42,0,0.0,[0.79527643 0.20172266 0.00300091]
43,1,0.0,[0.63266528 0.3649322  0.00240252]
44,1,1.0,[0.33916315 0.65877551 0.00206134]
45,0,0.0,[0.93942708 0.0577784  0.00279451]
46,1,1.0,[0.29234929 0.70625875 0.00139195]
47,1,1.0,[0.31315001 0.68381074 0.00303924]
48,1,1.0,[0.58282185 0.41417814 0.00300001]
