,true,pred,prob
0,0,1,[0.20620055 0.79379945]
1,1,1,[0.01675949 0.98324051]
2,1,1,[0.10078842 0.89921158]
3,0,1,[0.15273861 0.84726139]
4,0,1,[0.16686817 0.83313183]
5,1,1,[0.21431479 0.78568521]
6,0,1,[0.03719532 0.96280468]
7,0,1,[0.24251924 0.75748076]
8,0,1,[0.30313827 0.69686173]
9,0,1,[0.38706078 0.61293922]
10,0,1,[0.00351803 0.99648197]
11,0,1,[0.49203603 0.50796397]
12,1,1,[0.17539763 0.82460237]
13,0,1,[2.53608354e-04 9.99746392e-01]
14,0,1,[0.26902327 0.73097673]
15,0,1,[0.19775645 0.80224355]
16,1,1,[0.49988124 0.50011876]
17,1,1,[0.38555045 0.61444955]
18,0,1,[0.07235212 0.92764788]
19,0,1,[0.45044918 0.54955082]
20,1,1,[0.39444146 0.60555854]
21,0,1,[0.17748021 0.82251979]
22,0,1,[0.11011124 0.88988876]
23,0,0,[0.6247686 0.3752314]
24,0,1,[0.09023773 0.90976227]
25,0,1,[0.21752128 0.78247872]
26,1,1,[0.30765305 0.69234695]
27,0,1,[0.17419426 0.82580574]
28,0,1,[0.17810978 0.82189022]
29,0,1,[0.01406549 0.98593451]
30,1,1,[0.05010173 0.94989827]
31,1,1,[0.45033036 0.54966964]
32,1,1,[0.32704591 0.67295409]
33,1,1,[0.08165453 0.91834547]
34,0,1,[0.20286289 0.79713711]
35,0,1,[0.44150953 0.55849047]
36,1,1,[0.00322114 0.99677886]
37,0,1,[0.28089895 0.71910105]
38,0,1,[0.11187568 0.88812432]
39,1,1,[0.38328896 0.61671104]
40,0,1,[0.1639529 0.8360471]
41,0,1,[0.10558002 0.89441998]
42,1,1,[0.26615876 0.73384124]
43,0,1,[0.09014217 0.90985783]
44,0,1,[0.35986935 0.64013065]
45,0,1,[0.11342424 0.88657576]
46,1,0,[0.97356181 0.02643819]
47,0,1,[0.08979784 0.91020216]
48,1,1,[0.37004165 0.62995835]
49,0,0,[0.66868072 0.33131928]
50,0,1,[0.45854121 0.54145879]
51,1,0,[0.73011407 0.26988593]
52,0,1,[0.05930955 0.94069045]
53,0,1,[0.18864298 0.81135702]
54,1,0,[0.94788674 0.05211326]
55,1,0,[0.54199966 0.45800034]
56,0,0,[0.72153277 0.27846723]
57,1,1,[0.41968372 0.58031628]
58,0,1,[0.14196631 0.85803369]
59,0,1,[0.18255954 0.81744046]
60,0,1,[0.02588177 0.97411823]
61,0,0,[0.83778303 0.16221697]
62,0,1,[0.47538262 0.52461738]
63,0,1,[0.38796448 0.61203552]
64,1,1,[0.07220133 0.92779867]
65,0,0,[0.70693625 0.29306375]
66,1,1,[0.16988724 0.83011276]
67,0,1,[0.34273204 0.65726796]
68,0,1,[0.30836795 0.69163205]
69,1,1,[0.36583236 0.63416764]
70,1,1,[0.02772181 0.97227819]
71,0,1,[0.13834455 0.86165545]
72,0,1,[0.08458467 0.91541533]
73,1,1,[0.01304805 0.98695195]
74,0,1,[0.08897189 0.91102811]
75,0,0,[0.58590833 0.41409167]
76,0,0,[0.87325113 0.12674887]
77,0,1,[0.45720456 0.54279544]
78,0,0,[0.83623793 0.16376207]
79,0,1,[0.30359364 0.69640636]
80,1,1,[0.0097397 0.9902603]
81,1,1,[0.17239193 0.82760807]
82,0,0,[0.69623643 0.30376357]
83,0,0,[0.60641036 0.39358964]
84,1,1,[0.24277027 0.75722973]
85,0,1,[0.32876797 0.67123203]
86,0,0,[0.62017492 0.37982508]
87,1,1,[0.25221198 0.74778802]
88,0,1,[0.04167232 0.95832768]
89,0,1,[0.13571323 0.86428677]
90,0,1,[0.09665871 0.90334129]
91,0,1,[0.04802103 0.95197897]
92,1,1,[0.07086156 0.92913844]
93,0,1,[0.39323969 0.60676031]
94,1,1,[0.05305655 0.94694345]
95,1,1,[0.17727359 0.82272641]
96,1,1,[0.08413082 0.91586918]
97,0,0,[0.60263554 0.39736446]
98,0,0,[0.53652637 0.46347363]
99,0,0,[0.67983097 0.32016903]
100,1,1,[0.09620796 0.90379204]
101,1,0,[0.56772345 0.43227655]
102,0,1,[0.03973075 0.96026925]
103,1,0,[0.94592581 0.05407419]
104,1,1,[0.15289134 0.84710866]
105,0,1,[0.17261751 0.82738249]
106,0,1,[0.23447094 0.76552906]
107,0,1,[0.24497968 0.75502032]
108,0,1,[0.3459001 0.6540999]
109,0,0,[0.74056187 0.25943813]
110,1,0,[0.96904215 0.03095785]
111,1,0,[0.66649375 0.33350625]
112,0,0,[0.67421621 0.32578379]
113,0,0,[0.52522208 0.47477792]
114,1,0,[0.69185791 0.30814209]
115,0,1,[0.28604528 0.71395472]
116,0,1,[0.15324263 0.84675737]
117,1,1,[0.0086457 0.9913543]
118,0,1,[0.29548371 0.70451629]
119,0,1,[0.27300324 0.72699676]
120,1,1,[0.27698213 0.72301787]
121,0,0,[0.58893659 0.41106341]
122,0,0,[0.68447812 0.31552188]
123,0,1,[0.22855336 0.77144664]
124,1,0,[0.51581289 0.48418711]
125,1,0,[0.74377872 0.25622128]
126,1,0,[0.62991462 0.37008538]
127,0,1,[0.09171785 0.90828215]
128,0,0,[0.70808065 0.29191935]
129,0,0,[0.56858018 0.43141982]
130,1,0,[0.83033447 0.16966553]
131,1,0,[0.90469661 0.09530339]
132,1,0,[0.59565859 0.40434141]
133,1,1,[0.20589092 0.79410908]
134,0,0,[0.73428178 0.26571822]
135,0,0,[0.76114023 0.23885977]
136,0,0,[0.60299497 0.39700503]
137,0,1,[0.15333276 0.84666724]
138,1,1,[0.24817681 0.75182319]
139,1,1,[0.03688667 0.96311333]
140,0,0,[0.85167965 0.14832035]
141,1,0,[0.5745548 0.4254452]
142,0,0,[0.74078633 0.25921367]
143,1,0,[0.69332319 0.30667681]
