,true,pred,prob
0,0,0.0,[0.99040761 0.00763035 0.00196205]
1,0,0.0,[0.80399672 0.19352976 0.00247352]
2,0,1.0,[0.30620618 0.69289456 0.00089926]
3,1,0.0,[0.94574702 0.05296454 0.00128843]
4,0,1.0,[2.60182934e-01 7.39602282e-01 2.14783932e-04]
5,1,1.0,[2.50997572e-01 7.48768754e-01 2.33674145e-04]
6,1,0.0,[0.56237366 0.43596489 0.00166146]
7,0,0.0,[0.78743508 0.21024811 0.00231681]
8,1,0.0,[0.59142901 0.40639253 0.00217846]
9,1,1.0,[9.90927347e-02 9.00506492e-01 4.00773705e-04]
10,0,0.0,[8.76218452e-01 1.23524822e-01 2.56726383e-04]
11,1,1.0,[1.97695243e-01 8.01959666e-01 3.45090804e-04]
12,0,0.0,[0.97599312 0.02035842 0.00364847]
13,0,0.0,[0.72692457 0.27161856 0.00145687]
14,1,0.0,[0.46588277 0.53230429 0.00181294]
15,0,1.0,[2.69377014e-01 7.30527504e-01 9.54822400e-05]
16,0,0.0,[0.50833601 0.49091663 0.00074736]
17,0,0.0,[0.84939354 0.14797663 0.00262982]
18,1,0.0,[0.59791171 0.40072229 0.001366  ]
19,0,0.0,[7.67127194e-01 2.32148341e-01 7.24465464e-04]
20,1,0.0,[0.66550307 0.33196845 0.00252849]
21,0,0.0,[0.95121676 0.04441174 0.0043715 ]
22,1,0.0,[0.59518636 0.40305714 0.0017565 ]
23,1,1.0,[5.41535482e-02 9.45758563e-01 8.78889138e-05]
24,0,0.0,[0.9382254  0.05954059 0.00223402]
25,1,1.0,[2.05833265e-01 7.94096733e-01 7.00020007e-05]
26,1,1.0,[0.45137815 0.54697344 0.00164842]
27,1,0.0,[0.50297667 0.49207044 0.00495289]
28,0,1.0,[0.41402829 0.5842654  0.00170631]
29,0,0.0,[0.99585771 0.00127894 0.00286335]
30,0,0.0,[0.98178464 0.01415377 0.00406159]
31,1,1.0,[1.07815482e-01 8.91806617e-01 3.77900986e-04]
32,1,1.0,[2.31206645e-02 9.76821470e-01 5.78651742e-05]
33,1,1.0,[0.43847128 0.56056745 0.00096127]
34,0,0.0,[0.6921122  0.30683535 0.00105245]
35,1,1.0,[1.32797221e-02 9.86465920e-01 2.54358207e-04]
36,1,1.0,[1.47138124e-02 9.85140544e-01 1.45643527e-04]
37,0,0.0,[0.63303671 0.36577856 0.00118473]
38,0,0.0,[0.98885247 0.00870293 0.0024446 ]
39,0,0.0,[0.90782149 0.08961988 0.00255863]
40,0,0.0,[0.92709516 0.07067168 0.00223316]
41,0,1.0,[2.04382384e-01 7.95131417e-01 4.86198355e-04]
42,1,1.0,[2.18437046e-02 9.77983536e-01 1.72758900e-04]
43,1,1.0,[1.48647816e-01 8.50996433e-01 3.55750372e-04]
44,1,1.0,[2.41876833e-01 7.58010463e-01 1.12703810e-04]
45,0,0.0,[0.51773905 0.45321297 0.02904798]
46,1,0.0,[0.96219734 0.03291972 0.00488294]
47,1,1.0,[1.22510549e-01 8.76867580e-01 6.21871280e-04]
