,true,pred,prob
0,0,1.0,[0.35485543 0.64081451 0.00433006]
1,0,1.0,[0.47451364 0.52334232 0.00214404]
2,0,1.0,[0.40995638 0.58835511 0.00168852]
3,0,0.0,[0.69468262 0.30270238 0.002615  ]
4,0,1.0,[0.42675991 0.5708764  0.00236369]
5,1,1.0,[0.17454682 0.82423123 0.00122195]
6,1,1.0,[0.23465801 0.76239307 0.00294892]
7,1,1.0,[0.19782318 0.80060911 0.0015677 ]
8,1,1.0,[0.30133407 0.69422504 0.00444089]
9,1,1.0,[0.41507589 0.58206948 0.00285463]
10,0,1.0,[0.42112849 0.57628923 0.00258228]
11,0,1.0,[0.39871174 0.59938027 0.00190799]
12,1,1.0,[0.25584499 0.74147762 0.00267739]
13,0,1.0,[0.55346702 0.44344491 0.00308807]
14,0,1.0,[0.26083809 0.73751809 0.00164382]
15,1,1.0,[0.34161019 0.65623631 0.0021535 ]
16,0,1.0,[0.36759287 0.62923395 0.00317318]
17,0,1.0,[0.29917627 0.69880717 0.00201656]
18,1,1.0,[0.18537025 0.8125148  0.00211495]
19,1,1.0,[0.32073947 0.67743547 0.00182506]
20,0,1.0,[0.44508044 0.5525081  0.00241146]
21,0,1.0,[0.52112811 0.4753277  0.00354419]
22,1,1.0,[0.44731056 0.55049369 0.00219575]
23,1,1.0,[0.40335947 0.5947598  0.00188073]
24,1,1.0,[0.28048257 0.71734299 0.00217444]
25,1,1.0,[0.32291453 0.67433281 0.00275266]
26,1,1.0,[0.3929318  0.60494723 0.00212097]
27,0,1.0,[0.31219985 0.68619695 0.0016032 ]
28,1,1.0,[0.33332524 0.66551909 0.00115567]
29,1,1.0,[0.31020118 0.6877964  0.00200241]
30,0,1.0,[0.53460574 0.46220489 0.00318937]
31,1,1.0,[0.47305434 0.52388083 0.00306482]
32,1,1.0,[0.31138145 0.68625729 0.00236126]
33,1,1.0,[0.26244409 0.73658544 0.00097047]
34,1,1.0,[0.26687365 0.73146089 0.00166546]
35,1,1.0,[0.26764015 0.7299373  0.00242255]
36,0,1.0,[0.36250092 0.63562751 0.00187157]
37,0,1.0,[0.35357827 0.64419917 0.00222256]
38,1,1.0,[0.45402523 0.54345711 0.00251766]
39,1,1.0,[0.40771202 0.58930618 0.0029818 ]
40,0,1.0,[0.52404194 0.47387697 0.00208109]
41,0,1.0,[0.49096515 0.50729984 0.001735  ]
42,0,1.0,[0.52959566 0.46810037 0.00230397]
43,1,1.0,[0.43947418 0.55863026 0.00189555]
44,1,1.0,[0.38341768 0.61454683 0.0020355 ]
45,0,0.0,[0.68424725 0.31375621 0.00199655]
46,1,1.0,[0.36536339 0.63313939 0.00149722]
47,1,1.0,[0.38426987 0.61310229 0.00262784]
48,1,1.0,[0.46403707 0.53328985 0.00267308]
49,1,1.0,[0.27490371 0.72244197 0.00265432]
50,1,1.0,[0.20661385 0.79130571 0.00208044]
51,0,1.0,[0.53507711 0.46196851 0.00295438]
52,0,1.0,[0.31620773 0.68131181 0.00248046]
53,0,1.0,[0.32580664 0.67247994 0.00171342]
54,1,1.0,[0.29923035 0.69923268 0.00153697]
55,1,1.0,[0.45668547 0.54114693 0.00216761]
56,1,1.0,[0.28883052 0.70924162 0.00192786]
57,0,1.0,[0.48887118 0.5078535  0.00327532]
58,0,1.0,[0.41412176 0.58432316 0.00155508]
59,0,1.0,[0.48367226 0.51362212 0.00270562]
60,1,1.0,[0.29142319 0.70685015 0.00172666]
61,0,1.0,[0.3497583  0.64759881 0.00264289]
62,1,1.0,[0.34510013 0.65120488 0.00369499]
63,1,1.0,[0.35932207 0.63854474 0.00213319]
64,1,1.0,[0.38259374 0.61549737 0.00190889]
65,1,1.0,[0.30648508 0.6920417  0.00147322]
66,0,1.0,[0.38793757 0.61011584 0.00194658]
67,0,1.0,[0.35154424 0.64614262 0.00231314]
68,0,1.0,[0.34454014 0.65334395 0.00211591]
69,1,1.0,[0.23018792 0.76834016 0.00147192]
70,0,1.0,[0.35631539 0.64159118 0.00209343]
71,0,1.0,[0.43421997 0.56398194 0.00179809]
72,0,1.0,[0.52032844 0.47730786 0.0023637 ]
73,1,1.0,[0.29169334 0.70486989 0.00343677]
74,0,1.0,[0.45027918 0.54751186 0.00220896]
75,1,1.0,[0.32933331 0.66897549 0.0016912 ]
76,0,1.0,[0.5174002  0.48050287 0.00209692]
77,1,1.0,[0.34132961 0.65519604 0.00347435]
78,0,1.0,[0.31272985 0.68523228 0.00203787]
79,0,1.0,[0.43106505 0.56719307 0.00174188]
80,1,1.0,[0.38846691 0.6096346  0.00189849]
